,Name,Lvl,HP,AC,Attack_Num,Attack_Descr,Attack_Type,Hit_Bonus,is_Agile
908,HEGESSIK,15,250,37,Attack 1,"Melee jaws +30 (chaotic, magical, reach 10 feet), Damage 3d8+14 piercing plus 1d6 chaotic and warpwave strike",Melee,30.0,False
909,HEKATONKHEIRES TITAN,24,500,52,Attack 1,"Melee void weapon +45 (magical, reach 50 feet, versatile P, versatile S), Damage 4d12+18 bludgeoning plus 2d12 force",Melee,45.0,False
910,HELG EATS-THE-EATERS,15,275,37,Attack 1,"Melee jaws +30 (reach 15 feet), Damage 3d12+13 piercing",Melee,30.0,False
911,HELGI IRONHAIR,7,120,25,Attack 1,"Melee flail +18 (disarm, sweep, trip), Damage 2d6+10 bludgeoning",Melee,18.0,False
912,HELL HOUND,3,40,19,Attack 1,"Melee jaws +13 (magical), Damage 1d8+4 piercing plus 1d6 evil and 1d6 fire",Melee,13.0,False
913,HELLBOUND ATTORNEY,4,60,20,Attack 1,"Melee elegant cane +12 (agile, finesse, shove), Damage 1d4+3 bludgeoning",Melee,12.0,True
914,HELLCAT,7,110,25,Attack 1,"Melee jaws +18, Damage 2d12+7 piercing",Melee,18.0,False
915,HELLCROWN,1,20,16,Attack 1,"Ranged nail +9 (range increment 20 feet), Damage 1d4+2 piercing plus bleeding nail",Range,9.0,False
916,HELLFORGE BARBAZU,5,60,22,Attack 1,"Melee flaming hellforged glaive +16 (agile, deadly 1d10, evil, fire, forceful, magical, reach 10 feet), Damage 2d8+7 slashing plus 2d6 evil and 1d6 fire and infernal wound",Melee,16.0,True
917,HELLFORGED GLAIVE BARBAZU,5,60,22,Attack 1,"Melee hellforged glaive +15 (agile, deadly 1d10, evil, forceful, magical, reach 10 feet), Damage 1d8+7 slashing plus 2d6 evil and infernal wound",Melee,15.0,True
918,HELLKNIGHT ARMIGER,4,75,22,Attack 1,"Melee war flail +13 (disarm, sweep, trip), Damage 1d10+6 bludgeoning",Melee,13.0,False
919,HELLKNIGHT PARAVICAR,11,145,30,Attack 1,"Melee morningstar +21 (magical, versatile P), Damage 2d6+8 bludgeoning",Melee,21.0,False
920,HENDRID PRATCHETT,6,100,24,Attack 1,"Melee Reaperes Lancet blade +17 (deadly 1d8, finesse), Damage 2d6+7 piercing plus hunting spider venom (Core Rulebook 552)",Melee,17.0,False
921,HERECITE OF ZEVGAVIZEB,10,200,30,Attack 1,"Melee unholy spiked gauntlet +22 (agile, free-hand), Damage 2d4+10 piercing plus 1d6 evil",Melee,22.0,True
922,HEREXEN,2,30,17,Attack 1,"Melee dagger +10 (agile, versatile S), Damage 1d6+4 piercing plus heretices smite",Melee,10.0,True
923,HERMEAN MUTANT,19,380,43,Attack 1,"Melee fist +36 (agile, reach 10 feet), Damage 6d8+10 bludgeoning plus Grab",Melee,36.0,True
924,HERMONIA,5,68,22,Attack 1,"Melee club +12, Damage 1d6+4 bludgeoning",Melee,12.0,False
925,HESPERID,9,175,28,Attack 1,"Melee sunset ribbon +21 (agile, finesse), Damage 2d10+6 slashing plus 1d6 fire and 1d6 positive",Melee,21.0,True
926,HESPERID QUEEN,19,306,45,Attack 1,"Melee sunset ribbon +36 (agile, finesse), Damage 4d10+13 slashing plus 1d6 fire and 1d6 positive",Melee,36.0,True
927,HESTRIVINIAAS,22,400,48,Attack 1,"Melee jaws +41 (chaotic, magical, reach 15 feet), Damage 4d12+21 piercing plus 2d6 chaotic and warpwave strike",Melee,41.0,False
928,HEUBERK THROPP,9,155,28,Attack 1,"Melee mace +19 (shove), Damage 2d6+9 bludgeoning",Melee,19.0,False
929,HEZLE,8,122,27,Attack 1,"Melee dagger +19 (agile, finesse, magical, versatile S), Damage 1d4+2 piercing",Melee,19.0,True
930,HEZROU,11,245,31,Attack 1,"Melee jaws (evil, magical, reach 10 feet) +24, Damage 2d12+13 piercing plus 1d6 evil and Grab",Melee,24.0,False
931,HIERACOSPHINX,5,70,22,Attack 1,"Melee beak +15, Damage 2d10+4 slashing",Melee,15.0,False
932,HILL GIANT,7,140,24,Attack 1,"Melee greatclub +19 (backswing, reach 10 feet, shove), Damage 1d10+14 bludgeoning",Melee,19.0,False
933,HIPPOCAMPUS,1,24,16,Attack 1,"Melee tail +7 (reach 10 feet), Damage 1d6+4 bludgeoning",Melee,7.0,False
934,HIPPOGRIFF,2,32,18,Attack 1,"Melee beak +9, Damage 1d10+3 piercing",Melee,9.0,False
935,HIPPOPOTAMUS,5,85,21,Attack 1,"Melee jaws +15 (deadly d10), Damage 2d8+8 piercing",Melee,15.0,False
936,HIVE MOTHER,8,120,29,Attack 1,"Melee mandibles +20 (acid), Damage 2d8+6 piercing plus 2d6 acid",Melee,20.0,False
937,HOBGOBLIN ARCHER,4,50,23,Attack 1,"Melee shortsword +12 (agile, versatile S), Damage 1d6+4 piercing",Melee,12.0,True
938,HOBGOBLIN GENERAL,6,90,25,Attack 1,"Melee glaive +17 (deadly 1d8, forceful, reach), Damage 1d8+10 slashing",Melee,17.0,False
939,HOBGOBLIN SKELETON,1,15,17,Attack 1,"Melee longsword +7 (versatile P), Damage 1d8+3 slashing",Melee,7.0,False
940,HOBGOBLIN SOLDIER,1,20,18,Attack 1,"Melee longsword +8 (versatile P), Damage 1d8+3 slashing",Melee,8.0,False
941,HOBGOBLIN WARRIOR,1,20,18,Attack 1,"Melee longsword +8 (versatile P), Damage 1d8+3 slashing",Melee,8.0,False
942,HODAG,6,90,24,Attack 1,"Melee jaws +17, Damage 2d8+8 piercing",Melee,17.0,False
943,HOGWEED LESHY,-1,12,16,Attack 1,"Melee stalk +8 (agile, disarm, finesse, trip), Damage 1d6 bludgeoning plus burning sap",Melee,8.0,True
944,HOGWEED LESHY,1,20,17,Attack 1,"Melee stalk +10 (agile, disarm, finesse, trip), Damage 1d6+5 bludgeoning plus burning sap",Melee,10.0,True
945,HOLLOW HUSH,18,355,41,Attack 1,"Melee claw +35 (agile, magical, reach 10 feet), Damage 3d10+14 slashing",Melee,35.0,True
946,HOMUNCULUS,0,17,17,Attack 1,"Melee jaws +7 (finesse, magical), Damage 1d4 piercing plus homunculus poison",Melee,7.0,False
947,HOOKLIMB XULGATH,10,190,29,Attack 1,"Melee jaws +22, Damage 1d6+13 piercing",Melee,22.0,False
948,HOOPER,7,125,25,Attack 1,"Melee morningstar +18 (magical, versatile P), Damage 1d6+8 bludgeoning",Melee,18.0,False
949,HOOTS,3,55,19,Attack 1,"Melee talon +12 (agile), Damage 1d10+4 piercing plus Grab",Melee,12.0,True
950,HORBA,2,30,19,Attack 1,"Melee cleaver +9 (sweep, thrown 10 feet), Damage 1d6+2 slashing",Melee,9.0,False
951,HORBUS SUNFALLOW,11,195,31,Attack 1,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing",Melee,22.0,True
952,HORNED ARCHON,4,65,22,Attack 1,"Melee horn +11 (magical), Damage 2d8+3 piercing plus 1d6 good and Push",Melee,11.0,False
953,HOUND ARCHON,4,70,22,Attack 1,"Melee greatsword +14 (good, magical, versatile P), Damage 1d12+6 slashing plus 1d6 good",Melee,14.0,False
954,HOUND OF TINDALOS,7,90,25,Attack 1,"Melee jaws +17, Damage 2d10+7 piercing",Melee,17.0,False
955,HOUSE DRAKE,1,16,17,Attack 1,"Melee jaws +9 (agile, finesse), Damage 1d8+1 piercing plus silver strike",Melee,9.0,True
956,HULDRA,4,70,21,Attack 1,"Melee fist +14, Damage 2d6+7 bludgeoning",Melee,14.0,False
957,HUMAN BANDIT,-1,8,15,Attack 1,"Melee club +6 (thrown 10 ft.), Damage 1d6 bludgeoning",Melee,6.0,False
958,HUNDUN CHAOS MAGE,18,300,41,Attack 1,"Melee fist +33 (agile, finesse, magical, reach 10 feet), Damage 4d8+12 bludgeoning plus 1d6 negative",Melee,33.0,True
959,HUNGRY BLADE APPRENTICE,2,40,20,Attack 1,"Melee rapier +11, Damage 1d6+6 piercing",Melee,11.0,False
960,HUNGRY BLADE RECRUIT,1,17,17,Attack 1,"Melee rapier +8, Damage 1d6+3 piercing",Melee,8.0,False
961,HUNTER,7,115,25,Attack 1,"Melee dagger +18 (agile, finesse, versatile S), Damage 1d4+9 piercing",Melee,18.0,True
962,HUNTING SPIDER,1,16,17,Attack 1,"Melee fangs +9 (finesse), Damage 1d6+2 piercing plus hunting spider venom",Melee,9.0,False
963,HYAENODON,3,45,19,Attack 1,"Melee jaws +12, Damage 1d10+5 piercing plus Knockdown and bonecrunching bite",Melee,12.0,False
964,HYAKUME,15,275,36,Attack 1,"Melee fist +27 (agile, finesse, magical, reach 10 feet), Damage 3d10+10 bludgeoning plus scatterbrain palm",Melee,27.0,True
965,HYDRA,6,90,23,Attack 1,"Melee fangs +16 (reach 10 feet), Damage 2d6+7 piercing",Melee,16.0,False
966,HYENA,1,20,16,Attack 1,"Melee jaws +8, Damage 1d8+3 piercing plus Knockdown",Melee,8.0,False
967,ICE GOLEM,5,80,21,Attack 1,"Melee fist +15 (magical, versatile P), Damage 2d6+7 bludgeoning plus 1d6 cold",Melee,15.0,False
968,ICE LINNORM,17,330,41,Attack 1,"Melee jaws +34 (reach 25 feet, magical), Damage 3d12+17 piercing plus ice linnorm venom",Melee,34.0,False
969,ICE MEPHIT,1,18,17,Attack 1,"Melee claw +9 (agile, finesse), Damage 1d4 slashing and 1d4 cold",Melee,9.0,True
970,ICE YAI,13,230,34,Attack 1,"Melee fist +27 (agile, evil, magical, reach 10 feet), Damage 2d8+16 bludgeoning plus 2d6 cold and frozen strike",Melee,27.0,True
971,ICEWYRM,10,185,30,Attack 1,"Melee jaws +23 (reach 15 feet), Damage 2d12+13 piercing",Melee,23.0,False
972,ICICLE SNAKE,2,35,18,Attack 1,"Melee jaws +9 (finesse), Damage 1d6+1 piercing plus 1d6 persistent cold",Melee,9.0,False
973,ICY RAT,0,15,16,Attack 1,"Melee jaws +7 (agile, finesse), Damage 1d6+1 piercing plus 1 cold damage",Melee,7.0,True
974,IFFDAHSIL,21,380,43,Attack 1,"Melee pseudopod +38 (magical, reach 30 feet), Damage 5d10+21 piercing plus Grab",Melee,38.0,False
975,IFRIT PYROCHEMIST,1,18,18,Attack 1,"Melee dagger +8 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4 piercing",Melee,8.0,True
976,IGUANODON,6,95,24,Attack 1,"Melee thumb spike +17 (deadly d10, reach 10 feet), Damage 2d8+9 piercing",Melee,17.0,False
977,IHDOR,18,400,42,Attack 1,"Melee cold iron silver longsword +37 (evil, magical, reach 10 feet, versatile P), Damage 3d8+18 slashing plus 1d6 evil",Melee,37.0,False
978,IL'SETSYA WYRMTOUCHED,18,300,40,Attack 1,"Melee dagger +30 (agile, chaotic, finesse, magical, thrown 10 feet, versatile S), Damage 3d4+12 piercing plus 1d6 chaotic (plus warpwave on critical hit)",Melee,30.0,True
979,ILGRETH,20,350,28,Attack 1,"Melee dagger +35 (agile, finesse, magic, versatile S), Damage 4d4+14 piercing",Melee,35.0,True
980,ILSSRAH EMBERMEAD,15,270,40,Attack 1,"Melee Fleshroaster +31 (disarm, finesse, magical, trip), Damage 2d8+14 slashing plus 1d6 fire",Melee,31.0,False
981,IMENTESH,10,175,30,Attack 1,"Melee jaws +23 (chaotic, magical, reach 10 feet), Damage 2d10+11 piercing plus 1d6 chaotic and warpwave strike",Melee,23.0,False
982,IMMATURE GIANT GECKO,0,10,14,Attack 1,"Melee jaws +6, Damage 1d6+2 piercing",Melee,6.0,False
983,IMMORTAL ICHOR,15,350,26,Attack 1,"Melee pseudopod +27, Damage 3d8+12 bludgeoning plus mental erosion",Melee,27.0,False
984,IMP,1,15,17,Attack 1,"Melee stinger +9 (agile, evil, finesse, magical), Damage 1d-1 piercing plus 1d4 evil and imp venom",Melee,9.0,True
985,INCUTILIS,2,21,17,Attack 1,"Melee tentacle +8, Damage 1d4+4 bludgeoning plus Grab (page 305)",Melee,8.0,False
986,INGNOVIM TLUSS,19,350,43,Attack 1,"Melee dagger +29 (agile, finesse, magical, thrown 10 feet, versatile S), Damage 4d4+10 piercing",Melee,29.0,True
987,INGNOVIM'S ASSISTANT,17,330,43,Attack 1,"Melee longsword +33 (magical, versatile P), Damage 7d8+8 slashing",Melee,33.0,False
988,INIZRA ARUMELO,20,375,46,Attack 1,"Melee spear +38, Damage 6d6+20 piercing",Melee,38.0,False
989,INJURED SEWER OOZE,0,25,6,Attack 1,"Melee pseudopod +8, Damage 1d4+2 bludgeoning plus 1d4 acid",Melee,8.0,False
990,INJURED WEAK OTYUGH,2,34,17,Attack 1,"Melee jaws +11, Damage 1d6+5 piercing plus filth fever",Melee,11.0,False
991,INK LIVING GRAFFITI,3,60,19,Attack 1,"Melee fist +11 (agile, finesse), Damage 2d4+4 bludgeoning",Melee,11.0,True
992,INNKEEPER,1,20,14,Attack 1,"Melee broom +7 (twoehand d8), Damage 1d4+2 bludgeoning",Melee,7.0,False
993,INOHR,12,215,33,Attack 1,"Melee dagger +24 (agile, finesse, magic, versatile S), Damage 2d4+10 piercing plus 2d6 poison",Melee,24.0,True
994,INTELLECT DEVOURER,8,130,26,Attack 1,"Melee talon +18 (agile, finesse), Damage 2d10+5 slashing",Melee,18.0,True
995,INTERLOCUTOR,12,215,33,Attack 1,"Melee claw +25 (deadly 2d10, reach 10 feet), Damage 3d10+13 slashing plus 2d6 persistent bleed",Melee,25.0,False
996,INVIDIAK,7,90,22,Attack 1,"Melee claw +13 (agile, evil, finesse, magical), Damage 2d8 cold plus 2d6 evil",Melee,13.0,True
997,INVISIBLE STALKER,7,70,26,Attack 1,"Melee fist +18 (agile, finesse), Damage 1d10+5 bludgeoning",Melee,18.0,True
998,IRIBO,8,120,27,Attack 1,"Melee rapier +18 (deadly d8, disarm, finesse), Damage 1d6+9 piercing",Melee,18.0,False
999,IRIDESCENT ELEPHANT,7,110,21,Attack 1,"Melee tusk +14 (reach 10 feet), Damage 3d8+7 piercing",Melee,14.0,False
1000,IRLGAUNT,13,265,34,Attack 1,"Melee jaws +26, Damage 3d8+13 piercing plus 2d6 acid",Melee,26.0,False
1001,IRNAKURSE,9,152,28,Attack 1,"Melee jaws +20 (reach 10 feet), Damage 2d12+11 piercing",Melee,20.0,False
1002,IRON GOLEM,13,190,34,Attack 1,"Melee fist +28 (magical, reach 10 feet), Damage 3d10+12 bludgeoning",Melee,28.0,False
1003,IRORAN SKELETON,11,210,31,Attack 1,"Melee claw +24 (agile, finesse), Damage 4d6+12 slashing",Melee,24.0,True
1004,IRWIST,7,125,24,Attack 1,"Melee morningstar +18 (magical, versatile P), Damage 1d6+8 bludgeoning",Melee,18.0,False
1005,ISHTI,18,340,41,Attack 1,"Melee corrosive dagger +37 (agile, magical, versatile S), Damage 3d4+17 piercing plus 1d6 acid",Melee,37.0,True
1006,ISQULUG,11,230,31,Attack 1,"Melee tentacle +22 (agile, reach 10 feet), Damage 2d12+11 bludgeoning plus isqulugia",Melee,22.0,True
1007,ITORO,8,138,25,Attack 1,"Melee jaws +20, Damage 2d10+9 piercing plus Grab",Melee,20.0,False
1008,ITTAN-MOMEN,2,20,20,Attack 1,"Melee body +10 (finesse), Damage 1d8+2 bludgeoning plus Grab (page 305)",Melee,10.0,False
1009,IVENA,10,180,30,Attack 1,"Melee greatclub +22 (backswing, shove), Damage 2d10+11 bludgeoning plus knockdown",Melee,22.0,False
1010,IXUSOTH,15,275,36,Attack 1,"Melee fist +27 (agile, finesse, magical, reach 10 feet), Damage 3d10+10 bludgeoning plus scatterbrain palm",Melee,27.0,True
1011,IYAGIAN,9,146,28,Attack 1,"Melee jaws +20, Damage 2d10+11 piercing",Melee,20.0,False
1012,IZFIITAR,20,360,44,Attack 1,"Melee jaws +38 (chaotic, finesse, magical), Damage 4d8+17 piercing plus 2d6 chaotic and greater warpwave strike",Melee,38.0,False
1013,IZOLITH,10,170,30,Attack 1,"Melee jaws +23 (magical), Damage 2d8+8 piercing plus 1d6+4 evil and 2d6+4 fire",Melee,23.0,False
1014,JABBERWOCK,23,500,49,Attack 1,"Melee jaws +42 (deadly 2d12, magical, reach 15 feet), Damage 4d12+19 piercing",Melee,42.0,False
1015,JAFAKI,8,100,26,Attack 1,"Melee bite +18 (agile, finesse), Damage 2d6+5 piercing plus seugathi venom",Melee,18.0,True
1016,JAGGAKI,13,200,34,Attack 1,"Melee staff +26 (two-hand d8), Damage 2d4+12 bludgeoning",Melee,26.0,False
1017,JAHSI,8,135,28,Attack 1,"Melee disrupting cold iron dagger +19 (agile, magical, versatile S), Damage 1d4+7 piercing plus 1d6 positive to undead",Melee,19.0,True
1018,JAILER,3,45,20,Attack 1,"Melee club +11, Damage 1d6+8 bludgeoning",Melee,11.0,False
1019,JALEEN AND RHOVO,1,27,14,Attack 1,"Melee fist +8 (agile, nonlethal), Damage 1d4+3 bludgeoning",Melee,8.0,True
1020,JANNI,4,60,20,Attack 1,"Melee scimitar +14 (forceful +1, sweep), Damage 1d6+10 slashing",Melee,14.0,False
1021,JAPALISURA,12,235,33,Attack 1,"Melee hatchet +23 (agile, sweep), Damage 1d6+8 slashing plus 4d6 mental and 1d6 evil",Melee,23.0,True
1022,JAPU THALENGER,10,175,30,Attack 1,"Melee rapier +21 (deadly d8, disarm, finesse, magical), Damage 2d6+8 piercing plus wyvern poison",Melee,21.0,False
1023,JARELLE KALDRIAN,5,48,21,Attack 1,"Melee ghostly hand +14 (agile, finesse, magical), Damage 3d8 negative",Melee,14.0,True
1024,JASMAILE,5,60,23,Attack 1,"Melee fangs +15 (finesse, magical), Damage 2d6+4 piercing plus 1d6 persistent bleed",Melee,15.0,False
1025,JAUL MEZMIN,6,120,24,Attack 1,"Melee katar +17 (agile, deadly d6, magical, monk), Damage 2d4+7 piercing",Melee,17.0,True
1026,JAUL'S WOLF,4,60,21,Attack 1,"Melee jaws +13, Damage 2d6+7 piercing plus Knockdown",Melee,13.0,False
1027,JELEK JAZIMAN,17,315,39,Attack 1,"Melee shortsword +34 (agile, finesse, versatile S), Damage 2d6+12 piercing",Melee,34.0,True
1028,JELLICO BOUNCE-BOUNCE,2,32,17,Attack 1,"Melee bowling pin +9 (agile, nonlethal), Damage 1d6+2 bludgeoning",Melee,9.0,True
1029,JHALNIV,19,425,45,Attack 1,"Melee jaws +37 (fire, magical, reach 20 feet), Damage 4d10+17 piercing plus 3d6 fire",Melee,37.0,False
1030,JIAREFF,7,115,25,Attack 1,"Melee dagger +18 (agile, finesse, versatile S), Damage 1d4+9 piercing",Melee,18.0,True
1031,JINAE,9,155,27,Attack 1,"Melee sickle +20 (agile, finesse, trip), Damage 2d4+8 slashing",Melee,20.0,True
1032,JINKIN,1,19,17,Attack 1,"Melee shortsword +9 (agile, finesse, magical, versatile S), Damage 1d-2 piercing",Melee,9.0,True
1033,JONIS FLAKFATTER,15,300,36,Attack 1,"Melee dagger +28 (agile, finesse, magical, versatile S), Damage 2d4+10 piercing plus 2d8 persistent poison and crisis of faith",Melee,28.0,True
1034,JORMIR GRUNDRYN,10,135,27,Attack 1,"Melee ghostly hand +21 (agile, finesse, magical), Damage 2d8+12 negative",Melee,21.0,True
1035,JOROGUMO,13,270,33,Attack 1,"Melee jaws +27, Damage 3d12+14 piercing plus jorogumo venom",Melee,27.0,False
1036,JOSK,1,16,18,Attack 1,"Melee shortsword +9 (agile, finesse, versatile S), Damage 1d6 piercing",Melee,9.0,True
1037,JOTUND TROLL,15,360,35,Attack 1,"Melee jaws +29 (reach 15 feet), Damage 3d12+14 piercing plus Grab",Melee,29.0,False
1038,JUDGE,-1,9,13,Attack 1,"Melee gavel +4, Damage 1d4 bludgeoning",Melee,4.0,False
1039,JUNGLE DRAKE,6,90,23,Attack 1,"Melee fangs +17, Damage 2d10+7 piercing plus predatory grab",Melee,17.0,False
1040,JUVENILE BOAR,0,16,15,Attack 1,"Melee tusk +8, Damage 1d6+3 piercing",Melee,8.0,False
1041,JUVENILE GOLIATH SPIDER,6,135,21,Attack 1,"Melee fangs +17, Damage 2d8+8 piercing plus giant tarantula venom",Melee,17.0,False
1042,JYOTI,9,155,28,Attack 1,"Melee flaming ghost touch longspear +20 (magical, reach 10 feet), Damage 2d8+6 piercing plus 1d6 fire",Melee,20.0,False
1043,KAGRUD,2,45,19,Attack 1,"Melee shortsword +10 (agile, finesse, versatile S), Damage 1d6+4 piercing",Melee,10.0,True
1044,KALAGASH,5,80,22,Attack 1,"Melee spiked gauntlet +16 (agile, magical), Damage 2d4+4 piercing plus demonic condemnation",Melee,16.0,True
1045,KALAVAKUS,10,200,30,Attack 1,"Melee horns +23 (deadly 1d8), Damage 2d10+13 piercing",Melee,23.0,False
1046,KALKEK,7,105,25,Attack 1,"Melee jaws +17, Damage 2d10+6 piercing plus 1d6 persistent bleed",Melee,17.0,False
1047,KALYN POUNCH,12,215,33,Attack 1,"Melee dagger +24 (agile, finesse, magic, versatile S), Damage 2d4+10 piercing plus 2d6 poison",Melee,24.0,True
1048,KANGAROO,0,18,15,Attack 1,"Melee claw +7, Damage 1d4+3 slashing",Melee,7.0,False
1049,KANKER,2,23,20,Attack 1,"Melee fist +10 (agile, finesse, magical), Damage 1d6+2 bludgeoning",Melee,10.0,True
1050,KAPOACINTH,4,40,21,Attack 1,"Melee jaws +13, Damage 2d8+3 piercing",Melee,13.0,False
1051,KAPPA,2,35,18,Attack 1,"Melee claw +11 (agile), Damage 1d10+3 slashing",Melee,11.0,True
1052,KAPRAL,14,220,34,Attack 1,"Melee staff +24 (magical, two-hand d8), Damage 2d4+5 bludgeoning",Melee,24.0,False
1053,KAREIDA,1,25,15,Attack 1,"Melee mace +7 (shove), Damage 1d6+3 bludgeoning",Melee,7.0,False
1054,KARSTIN STAR-HAND,4,40,20,Attack 1,"Melee shadow hand +15 (finesse, magical), Damage 2d6+3 negative",Melee,15.0,False
1055,KASA-OBAKE,4,65,20,Attack 1,"Melee foot +14 (agile, finesse), Damage 2d6+5 bludgeoning",Melee,14.0,True
1056,KAYAJIMA BOAR,3,45,20,Attack 1,"Melee tusk +12, Damage 2d6+6 piercing",Melee,12.0,False
1057,KAYAJIMA DAEODON,5,75,23,Attack 1,"Melee tusk +16, Damage 2d8+8 piercing",Melee,16.0,False
1058,KAYAJIMA GUARDIAN DOGU,5,85,23,Attack 1,"Melee energized fist +16 (magical, reach 10 feet), Damage 2d10+5 bludgeoning",Melee,16.0,False
1059,KAYAJIMA GUARDIAN DOGU,7,130,26,Attack 1,"Melee energized fist +19 (magical, reach 10 feet, versatile P), Damage 2d12+6 bludgeoning",Melee,19.0,False
1060,KEFF THE LION,3,40,17,Attack 1,"Melee jaws +9, Damage 1d10+3 piercing plus Grab",Melee,9.0,False
1061,KEFF THE LION,4,50,19,Attack 1,"Melee jaws +12, Damage 1d10+6 piercing plus Grab",Melee,12.0,False
1062,KEKETAR,17,290,40,Attack 1,"Melee jaws +33 (chaotic, magical, reach 10 feet), Damage 3d10+15 piercing plus 1d6 chaotic and warpwave strike",Melee,33.0,False
1063,KEKKER AND GREF,2,40,17,Attack 1,"Melee fangs +8 (agile, finesse), Damage 1d4+2 piercing",Melee,8.0,True
1064,KEKKER AND GREF,3,60,21,Attack 1,"Melee fangs +12 (agile, finesse), Damage 1d4 piercing",Melee,12.0,True
1065,KELDA HALRIG,8,135,24,Attack 1,"Melee warhammer +20 (shove), Damage 2d8+13 bludgeoning",Melee,20.0,False
1066,KELLENI,10,190,30,Attack 1,"Melee jaws +22 (magical), Damage 2d8+10 piercing plus 1d6 evil and Abyssal plague",Melee,22.0,False
1067,KELPIE,4,60,21,Attack 1,"Melee jaws +13, Damage 2d6+7 bludgeoning plus Grab",Melee,13.0,False
1068,KEMENELES,2,30,15,Attack 1,"Melee fist +6 (agile, finesse, nonlethal, unarmed), Damage 1d4 bludgeoning",Melee,6.0,True
1069,KHAROSTAN,16,280,38,Attack 1,"Melee rhoka sword +32 (fatal d10, magical, reach 10 feet, two-hand d12), Damage 3d8+12 slashing",Melee,32.0,False
1070,KHRAVGODON,9,160,27,Attack 1,"Melee jaws +21 (deadly d12), Damage 2d12+9 piercing",Melee,21.0,False
1071,KHURFEL,10,200,28,Attack 1,"Melee rhoka sword +24 (deadly 2d8, magical, two-hand 2d10), Damage 2d8+11 slashing",Melee,24.0,False
1072,KIMENHUL,20,425,45,Attack 1,"Melee jaws +38 (magical, reach 15 feet), Damage 4d12+18 piercing plus 3d6 evil",Melee,38.0,False
1073,KIMILEKKI,17,380,40,Attack 1,"Melee pincer +33 (deadly 3d10, evil, magical, reach 15 feet), Damage 3d10+14 bludgeoning plus 2d6 evil and Grab",Melee,33.0,False
1074,KIP THE DRUID,3,36,19,Attack 1,"Melee claws +6 (agile, finesse), Damage 1d6 slashing",Melee,6.0,True
1075,KIP THE DRUID,4,48,20,Attack 1,"Melee claws +7 (agile, finesse), Damage 1d6 slashing",Melee,7.0,True
1076,KIRIN,7,115,25,Attack 1,"Melee hoof +18 (magical), Damage 2d10+8 bludgeoning",Melee,18.0,False
1077,KIROSTHREK,20,375,45,Attack 1,"Melee jaws +34 (magical), Damage 4d8+6 piercing plus 4d6 mental",Melee,34.0,False
1078,KISHI,8,138,25,Attack 1,"Melee jaws +20, Damage 2d10+9 piercing plus Grab",Melee,20.0,False
1079,KITSUNE TRICKSTER,2,24,18,Attack 1,"Melee jaws +10 (finesse), Damage 1d6+2 slashing",Melee,10.0,False
1080,KOBOLD DRAGON MAGE,2,25,17,Attack 1,"Melee claw +7 (agile, finesse), Damage 1d-1 slashing",Melee,7.0,True
1081,KOBOLD DRAGON SPELLWEAVER,4,52,20,Attack 1,"Melee claw +10 (agile, finesse), Damage 1d-1 slashing",Melee,10.0,True
